421526,0
421527,0
421528,0
421529,0
421531,0
421532,1
421534,0
421536,0
421537,0
421538,0
421540,1
421541,1
421542,0
421543,0
421544,0
421545,1
421546,0
421547,0
421548,1
421549,1
421550,0
421552,0
421555,0
421559,0
421560,0
421566,0
421567,0
421568,0
421569,0
421570,0
421571,0
421572,1
421573,0
421574,0
421575,1
421577,0
421578,0
421579,0
421580,0
421581,1
421582,0
421586,0
421587,0
421589,0
421590,0
421592,0
421596,1
421597,1
421598,0
421599,0
421601,0
421603,0
421604,0
421608,1
421610,0
421612,1
421613,0
421615,0
421616,1
421618,1
421619,0
421622,0
421623,0
421625,0
421626,0
421627,0
421628,0
421629,1
421630,1
421631,1
421632,0
421633,0
421634,1
421635,0
421636,1
421637,1
421639,0
421641,0
421642,0
421644,0
421647,0
421648,1
421649,0
421651,0
421654,0
421656,0
421658,0
421659,1
421660,0
421661,0
421662,1
421664,0
421665,0
421666,0
421667,0
421668,0
421670,0
421671,0
421672,0
421674,1
421675,0
421676,0
421677,0
421678,0
421679,0
421680,0
421681,0
421682,0
421684,1
421686,0
421689,0
421690,0
421691,0
421692,0
421694,1
421695,1
421696,1
421697,0
421698,0
421699,0
421701,0
421702,0
421703,0
421704,0
